id,name_th,name_en,province_id
1,ป้อมปราบศัตรูพ่าย,ป้อมปราบศัตรูพ่าย,10
2,สัมพันธวงศ์,สัมพันธวงศ์,10
3,คลองเตย,คลองเตย,10
4,วัฒนา,วัฒนา,10
5,บางคอแหลม,บางคอแหลม,10
6,ยานนาวา,ยานนาวา,10
7,สาทร,สาทร,10
8,ทุ่งครุ,ทุ่งครุ,10
9,ราษฎร์บูรณะ,ราษฎร์บูรณะ,10
10,จอมทอง,จอมทอง,10
11,บางขุนเทียน,บางขุนเทียน,10
12,บางบอน,บางบอน,10
13,บางแค,บางแค,10
14,ภาษีเจริญ,ภาษีเจริญ,10
15,หนองแขม,หนองแขม,10
16,ตลิ่งชัน,ตลิ่งชัน,10
17,ทวีวัฒนา,ทวีวัฒนา,10
18,พระนคร,พระนคร,10
19,ดอนเมือง,ดอนเมือง,10
20,หลักสี่,หลักสี่,10
21,บางเขน,บางเขน,10
22,สายไหม,สายไหม,10
23,คันนายาว,คันนายาว,10
24,บึงกุ่ม,บึงกุ่ม,10
25,ลาดพร้าว,ลาดพร้าว,10
26,บางกะปิ,บางกะปิ,10
27,สะพานสูง,สะพานสูง,10
28,ประเวศ,ประเวศ,10
29,สวนหลวง,สวนหลวง,10
30,บางนา,บางนา,10
31,พระโขนง,พระโขนง,10
32,ดุสิต,ดุสิต,10
33,วังทองหลาง,วังทองหลาง,10
34,ห้วยขวาง,ห้วยขวาง,10
35,ปทุมวัน,ปทุมวัน,10
36,ดินแดง,ดินแดง,10
37,พญาไท,พญาไท,10
38,ราชเทวี,ราชเทวี,10
39,บางรัก,บางรัก,10
40,คลองสามวา,คลองสามวา,10
41,มีนบุรี,มีนบุรี,10
42,ลาดกระบัง,ลาดกระบัง,10
43,หนองจอก,หนองจอก,10
44,คลองสาน,คลองสาน,10
45,ธนบุรี,ธนบุรี,10
46,บางกอกใหญ่,บางกอกใหญ่,10
47,บางกอกน้อย,บางกอกน้อย,10
48,บางพลัด,บางพลัด,10
49,บางซื่อ,บางซื่อ,10
50,จตุจักร,จตุจักร,10
51,พระประแดง,พระประแดง,11
52,เมืองสมุทรปราการ,เมืองสมุทรปราการ,11
53,พระสมุทรเจดีย์,พระสมุทรเจดีย์,11
54,บางพลี,บางพลี,11
55,บางบ่อ,บางบ่อ,11
56,บางเสาธง,บางเสาธง,11
57,เมืองนนทบุรี,เมืองนนทบุรี,12
58,บางบัวทอง,บางบัวทอง,12
59,ปากเกร็ด,ปากเกร็ด,12
60,บางกรวย,บางกรวย,12
61,บางใหญ่,บางใหญ่,12
62,ไทรน้อย,ไทรน้อย,12
63,เมืองปทุมธานี,เมืองปทุมธานี,13
64,ธัญบุรี,ธัญบุรี,13
65,คลองหลวง,คลองหลวง,13
66,ลำลูกกา,ลำลูกกา,13
67,ลาดหลุมแก้ว,ลาดหลุมแก้ว,13
68,สามโคก,สามโคก,13
69,หนองเสือ,หนองเสือ,13
70,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14
71,เสนา,เสนา,14
72,ผักไห่,ผักไห่,14
73,ท่าเรือ,ท่าเรือ,14
74,ภาชี,ภาชี,14
75,มหาราช,มหาราช,14
76,บางปะอิน,บางปะอิน,14
77,วังน้อย,วังน้อย,14
78,บางไทร,บางไทร,14
79,อุทัย,อุทัย,14
80,บางปะหัน,บางปะหัน,14
81,ลาดบัวหลวง,ลาดบัวหลวง,14
82,บ้านแพรก,บ้านแพรก,14
83,บางบาล,บางบาล,14
84,นครหลวง,นครหลวง,14
85,บางซ้าย,บางซ้าย,14
86,เมืองอ่างทอง,เมืองอ่างทอง,15
87,วิเศษชัยชาญ,วิเศษชัยชาญ,15
88,โพธิ์ทอง,โพธิ์ทอง,15
89,ป่าโมก,ป่าโมก,15
90,ไชโย,ไชโย,15
91,แสวงหา,แสวงหา,15
92,สามโก้,สามโก้,15
93,เมืองลพบุรี,เมืองลพบุรี,16
94,บ้านหมี่,บ้านหมี่,16
95,โคกสำโรง,โคกสำโรง,16
96,ชัยบาดาล,ชัยบาดาล,16
97,ลำสนธิ,ลำสนธิ,16
98,พัฒนานิคม,พัฒนานิคม,16
99,ท่าวุ้ง,ท่าวุ้ง,16
100,หนองม่วง,หนองม่วง,16
101,ท่าหลวง,ท่าหลวง,16
102,สระโบสถ์,สระโบสถ์,16
103,โคกเจริญ,โคกเจริญ,16
104,เมืองสิงห์บุรี,เมืองสิงห์บุรี,17
105,อินทร์บุรี,อินทร์บุรี,17
106,พรหมบุรี,พรหมบุรี,17
107,บางระจัน,บางระจัน,17
108,ท่าช้าง,ท่าช้าง,17
109,ค่ายบางระจัน,ค่ายบางระจัน,17
110,เมืองชัยนาท,เมืองชัยนาท,18
111,มโนรมย์,มโนรมย์,18
112,วัดสิงห์,วัดสิงห์,18
113,หนองมะโมง,หนองมะโมง,18
114,หันคา,หันคา,18
115,เนินขาม,เนินขาม,18
116,สรรคบุรี,สรรคบุรี,18
117,สรรพยา,สรรพยา,18
118,เฉลิมพระเกียรติ,เฉลิมพระเกียรติ,19
119,เมืองสระบุรี,เมืองสระบุรี,19
120,แก่งคอย,แก่งคอย,19
121,พระพุทธบาท,พระพุทธบาท,19
122,บ้านหมอ,บ้านหมอ,19
123,หนองแค,หนองแค,19
124,วิหารแดง,วิหารแดง,19
125,เสาไห้,เสาไห้,19
126,หนองแซง,หนองแซง,19
127,มวกเหล็ก,มวกเหล็ก,19
128,หนองโดน,หนองโดน,19
129,ดอนพุด,ดอนพุด,19
130,วังม่วง,วังม่วง,19
131,เมืองชลบุรี,เมืองชลบุรี,20
132,ศรีราชา,ศรีราชา,20
133,เกาะสีชัง,เกาะสีชัง,20
134,พนัสนิคม,พนัสนิคม,20
135,บางละมุง,บางละมุง,20
136,พานทอง,พานทอง,20
137,บ้านบึง,บ้านบึง,20
138,สัตหีบ,สัตหีบ,20
139,หนองใหญ่,หนองใหญ่,20
140,เกาะจันทร์,เกาะจันทร์,20
141,บ่อทอง,บ่อทอง,20
142,เมืองระยอง,เมืองระยอง,21
143,เขาชะเมา,เขาชะเมา,21
144,แกลง,แกลง,21
145,บ้านค่าย,บ้านค่าย,21
146,บ้านฉาง,บ้านฉาง,21
147,ปลวกแดง,ปลวกแดง,21
148,นิคมพัฒนา,นิคมพัฒนา,21
149,วังจันทร์,วังจันทร์,21
150,เมืองจันทบุรี,เมืองจันทบุรี,22
151,ขลุง,ขลุง,22
152,ท่าใหม่,ท่าใหม่,22
153,แหลมสิงห์,แหลมสิงห์,22
154,โป่งน้ำร้อน,โป่งน้ำร้อน,22
155,มะขาม,มะขาม,22
156,นายายอาม,นายายอาม,22
157,แก่งหางแมว,แก่งหางแมว,22
158,สอยดาว,สอยดาว,22
159,เขาคิชฌกูฏ,เขาคิชฌกูฏ,22
160,เกาะกูด,เกาะกูด,23
161,เมืองตราด,เมืองตราด,23
162,คลองใหญ่,คลองใหญ่,23
163,แหลมงอบ,แหลมงอบ,23
164,เขาสมิง,เขาสมิง,23
165,บ่อไร่,บ่อไร่,23
166,เกาะช้าง,เกาะช้าง,23
167,คลองเขื่อน,คลองเขื่อน,24
168,บางน้ำเปรี้ยว,บางน้ำเปรี้ยว,24
169,เมืองฉะเชิงเทรา,เมืองฉะเชิงเทรา,24
170,บางคล้า,บางคล้า,24
171,พนมสารคาม,พนมสารคาม,24
172,ราชสาส์น,ราชสาส์น,24
173,บางปะกง,บางปะกง,24
174,บ้านโพธิ์,บ้านโพธิ์,24
175,ท่าตะเกียบ,ท่าตะเกียบ,24
176,สนามชัยเขต,สนามชัยเขต,24
177,แปลงยาว,แปลงยาว,24
178,เมืองปราจีนบุรี,เมืองปราจีนบุรี,25
179,กบินทร์บุรี,กบินทร์บุรี,25
180,ประจันตคาม,ประจันตคาม,25
181,ศรีมหาโพธิ,ศรีมหาโพธิ,25
182,บ้านสร้าง,บ้านสร้าง,25
183,ศรีมโหสถ,ศรีมโหสถ,25
184,นาดี,นาดี,25
185,เมืองนครนายก,เมืองนครนายก,26
186,บ้านนา,บ้านนา,26
187,องครักษ์,องครักษ์,26
188,ปากพลี,ปากพลี,26
189,เขาฉกรรจ์,เขาฉกรรจ์,27
190,เมืองสระแก้ว,เมืองสระแก้ว,27
191,อรัญประเทศ,อรัญประเทศ,27
192,โคกสูง,โคกสูง,27
193,วัฒนานคร,วัฒนานคร,27
194,ตาพระยา,ตาพระยา,27
195,วังน้ำเย็น,วังน้ำเย็น,27
196,วังสมบูรณ์,วังสมบูรณ์,27
197,คลองหาด,คลองหาด,27
198,เฉลิมพระเกียรติ,เฉลิมพระเกียรติ,30
199,เมืองนครราชสีมา,เมืองนครราชสีมา,30
200,พิมาย,พิมาย,30
201,บัวลาย,บัวลาย,30
202,บัวใหญ่,บัวใหญ่,30
203,ปากช่อง,ปากช่อง,30
204,สีคิ้ว,สีคิ้ว,30
205,ปักธงชัย,ปักธงชัย,30
206,วังน้ำเขียว,วังน้ำเขียว,30
207,โนนสูง,โนนสูง,30
208,สูงเนิน,สูงเนิน,30
209,ประทาย,ประทาย,30
210,โชคชัย,โชคชัย,30
211,ด่านขุนทด,ด่านขุนทด,30
212,เทพารักษ์,เทพารักษ์,30
213,พระทองคำ,พระทองคำ,30
214,โนนไทย,โนนไทย,30
215,จักราช,จักราช,30
216,ห้วยแถลง,ห้วยแถลง,30
217,ครบุรี,ครบุรี,30
218,คง,คง,30
219,ชุมพวง,ชุมพวง,30
220,ลำทะเมนชัย,ลำทะเมนชัย,30
221,เมืองยาง,เมืองยาง,30
222,ขามทะเลสอ,ขามทะเลสอ,30
223,ขามสะแกแสง,ขามสะแกแสง,30
224,เสิงสาง,เสิงสาง,30
225,บ้านเหลื่อม,บ้านเหลื่อม,30
226,โนนแดง,โนนแดง,30
227,หนองบุญมาก,หนองบุญมาก,30
228,สีดา,สีดา,30
229,แก้งสนามนาง,แก้งสนามนาง,30
230,บ้านด่าน,บ้านด่าน,31
231,ห้วยราช,ห้วยราช,31
232,เมืองบุรีรัมย์,เมืองบุรีรัมย์,31
233,ชำนิ,ชำนิ,31
234,นางรอง,นางรอง,31
235,เฉลิมพระเกียรติ,เฉลิมพระเกียรติ,31
236,โนนสุวรรณ,โนนสุวรรณ,31
237,บ้านใหม่ไชยพจน์,บ้านใหม่ไชยพจน์,31
238,พุทไธสง,พุทไธสง,31
239,ลำปลายมาศ,ลำปลายมาศ,31
240,ประโคนชัย,ประโคนชัย,31
241,สตึก,สตึก,31
242,แคนดง,แคนดง,31
243,กระสัง,กระสัง,31
244,ละหานทราย,ละหานทราย,31
245,บ้านกรวด,บ้านกรวด,31
246,คูเมือง,คูเมือง,31
247,หนองกี่,หนองกี่,31
248,ปะคำ,ปะคำ,31
249,นาโพธิ์,นาโพธิ์,31
250,หนองหงส์,หนองหงส์,31
251,พลับพลาชัย,พลับพลาชัย,31
252,โนนดินแดง,โนนดินแดง,31
253,เขวาสินรินทร์,เขวาสินรินทร์,32
254,เมืองสุรินทร์,เมืองสุรินทร์,32
255,ศีขรภูมิ,ศีขรภูมิ,32
256,ท่าตูม,ท่าตูม,32
257,รัตนบุรี,รัตนบุรี,32
258,โนนนารายณ์,โนนนารายณ์,32
259,ปราสาท,ปราสาท,32
260,พนมดงรัก,พนมดงรัก,32
261,ศรีณรงค์,ศรีณรงค์,32
262,สังขะ,สังขะ,32
263,สนม,สนม,32
264,สำโรงทาบ,สำโรงทาบ,32
265,จอมพระ,จอมพระ,32
266,ชุมพลบุรี,ชุมพลบุรี,32
267,กาบเชิง,กาบเชิง,32
268,ลำดวน,ลำดวน,32
269,บัวเชด,บัวเชด,32
270,เมืองศรีสะเกษ,เมืองศรีสะเกษ,33
271,กันทรลักษ์,กันทรลักษ์,33
272,เบญจลักษ์,เบญจลักษ์,33
273,อุทุมพรพิสัย,อุทุมพรพิสัย,33
274,เมืองจันทร์,เมืองจันทร์,33
275,โพธิ์ศรีสุวรรณ,โพธิ์ศรีสุวรรณ,33
276,กันทรารมย์,กันทรารมย์,33
277,น้ำเกลี้ยง,น้ำเกลี้ยง,33
278,ขุขันธ์,ขุขันธ์,33
279,ภูสิงห์,ภูสิงห์,33
280,ขุนหาญ,ขุนหาญ,33
281,ราษีไศล,ราษีไศล,33
282,ศิลาลาด,ศิลาลาด,33
283,ปรางค์กู่,ปรางค์กู่,33
284,ไพรบึง,ไพรบึง,33
285,ยางชุมน้อย,ยางชุมน้อย,33
286,ห้วยทับทัน,ห้วยทับทัน,33
287,บึงบูรพ์,บึงบูรพ์,33
288,พยุห์,พยุห์,33
289,ศรีรัตนะ,ศรีรัตนะ,33
290,โนนคูณ,โนนคูณ,33
291,วังหิน,วังหิน,33
292,ดอนมดแดง,ดอนมดแดง,34
293,เมืองอุบลราชธานี,เมืองอุบลราชธานี,34
294,เหล่าเสือโก้ก,เหล่าเสือโก้ก,34
295,พิบูลมังสาหาร,พิบูลมังสาหาร,34
296,ตระการพืชผล,ตระการพืชผล,34
297,ม่วงสามสิบ,ม่วงสามสิบ,34
298,เขื่องใน,เขื่องใน,34
299,ทุ่งศรีอุดม,ทุ่งศรีอุดม,34
300,นาเยีย,นาเยีย,34
301,เดชอุดม,เดชอุดม,34
302,นาตาล,นาตาล,34
303,เขมราฐ,เขมราฐ,34
304,วารินชำราบ,วารินชำราบ,34
305,สว่างวีระวงศ์,สว่างวีระวงศ์,34
306,โขงเจียม,โขงเจียม,34
307,บุณฑริก,บุณฑริก,34
308,ศรีเมืองใหม่,ศรีเมืองใหม่,34
309,น้ำขุ่น,น้ำขุ่น,34
310,น้ำยืน,น้ำยืน,34
311,กุดข้าวปุ้น,กุดข้าวปุ้น,34
312,นาจะหลวย,นาจะหลวย,34
313,ตาลสุม,ตาลสุม,34
314,โพธิ์ไทร,โพธิ์ไทร,34
315,สิรินธร,สิรินธร,34
316,สำโรง,สำโรง,34
317,เมืองยโสธร,เมืองยโสธร,35
318,คำเขื่อนแก้ว,คำเขื่อนแก้ว,35
319,เลิงนกทา,เลิงนกทา,35
320,ไทยเจริญ,ไทยเจริญ,35
321,มหาชนะชัย,มหาชนะชัย,35
322,กุดชุม,กุดชุม,35
323,ป่าติ้ว,ป่าติ้ว,35
324,ค้อวัง,ค้อวัง,35
325,ทรายมูล,ทรายมูล,35
326,เมืองชัยภูมิ,เมืองชัยภูมิ,36
327,ภูเขียว,ภูเขียว,36
328,เกษตรสมบูรณ์,เกษตรสมบูรณ์,36
329,จัตุรัส,จัตุรัส,36
330,ซับใหญ่,ซับใหญ่,36
331,เนินสง่า,เนินสง่า,36
332,คอนสวรรค์,คอนสวรรค์,36
333,แก้งคร้อ,แก้งคร้อ,36
334,บำเหน็จณรงค์,บำเหน็จณรงค์,36
335,บ้านเขว้า,บ้านเขว้า,36
336,คอนสาร,คอนสาร,36
337,บ้านแท่น,บ้านแท่น,36
338,หนองบัวแดง,หนองบัวแดง,36
339,เทพสถิต,เทพสถิต,36
340,หนองบัวระเหว,หนองบัวระเหว,36
341,ภักดีชุมพล,ภักดีชุมพล,36
342,เมืองอำนาจเจริญ,เมืองอำนาจเจริญ,37
343,ปทุมราชวงศา,ปทุมราชวงศา,37
344,ลืออำนาจ,ลืออำนาจ,37
345,พนา,พนา,37
346,ชานุมาน,ชานุมาน,37
347,หัวตะพาน,หัวตะพาน,37
348,เสนางคนิคม,เสนางคนิคม,37
349,เมืองหนองบัวลำภู,เมืองหนองบัวลำภู,39
350,โนนสัง,โนนสัง,39
351,นากลาง,นากลาง,39
352,นาวัง,นาวัง,39
353,ศรีบุญเรือง,ศรีบุญเรือง,39
354,สุวรรณคูหา,สุวรรณคูหา,39
355,เมืองขอนแก่น,เมืองขอนแก่น,40
356,บ้านแฮด,บ้านแฮด,40
357,บ้านไผ่,บ้านไผ่,40
358,โนนศิลา,โนนศิลา,40
359,พล,พล,40
360,ชุมแพ,ชุมแพ,40
361,น้ำพอง,น้ำพอง,40
362,ภูเวียง,ภูเวียง,40
363,หนองนาคำ,หนองนาคำ,40
364,มัญจาคีรี,มัญจาคีรี,40
365,โคกโพธิ์ไชย,โคกโพธิ์ไชย,40
366,กระนวน,กระนวน,40
367,ซำสูง,ซำสูง,40
368,ชนบท,ชนบท,40
369,หนองสองห้อง,หนองสองห้อง,40
370,หนองเรือ,หนองเรือ,40
371,สีชมพู,สีชมพู,40
372,แวงน้อย,แวงน้อย,40
373,อุบลรัตน์,อุบลรัตน์,40
374,บ้านฝาง,บ้านฝาง,40
375,เขาสวนกวาง,เขาสวนกวาง,40
376,พระยืน,พระยืน,40
377,แวงใหญ่,แวงใหญ่,40
378,เปือยน้อย,เปือยน้อย,40
379,ภูผาม่าน,ภูผาม่าน,40
380,เมืองอุดรธานี,เมืองอุดรธานี,41
381,กุมภวาปี,กุมภวาปี,41
382,ประจักษ์ศิลปาคม,ประจักษ์ศิลปาคม,41
383,กู่แก้ว,กู่แก้ว,41
384,พิบูลย์รักษ์,พิบูลย์รักษ์,41
385,หนองหาน,หนองหาน,41
386,เพ็ญ,เพ็ญ,41
387,บ้านผือ,บ้านผือ,41
388,บ้านดุง,บ้านดุง,41
389,น้ำโสม,น้ำโสม,41
390,หนองวัวซอ,หนองวัวซอ,41
391,ศรีธาตุ,ศรีธาตุ,41
392,โนนสะอาด,โนนสะอาด,41
393,กุดจับ,กุดจับ,41
394,สร้างคอม,สร้างคอม,41
395,วังสามหมอ,วังสามหมอ,41
396,ไชยวาน,ไชยวาน,41
397,ทุ่งฝน,ทุ่งฝน,41
398,หนองแสง,หนองแสง,41
399,นายูง,นายูง,41
400,เมืองเลย,เมืองเลย,42
401,เชียงคาน,เชียงคาน,42
402,ด่านซ้าย,ด่านซ้าย,42
403,วังสะพุง,วังสะพุง,42
404,ท่าลี่,ท่าลี่,42
405,ปากชม,ปากชม,42
406,ภูเรือ,ภูเรือ,42
407,นาแห้ว,นาแห้ว,42
408,ภูกระดึง,ภูกระดึง,42
409,หนองหิน,หนองหิน,42
410,นาด้วง,นาด้วง,42
411,เอราวัณ,เอราวัณ,42
412,ภูหลวง,ภูหลวง,42
413,ผาขาว,ผาขาว,42
414,เมืองหนองคาย,เมืองหนองคาย,43
415,สระใคร,สระใคร,43
416,ท่าบ่อ,ท่าบ่อ,43
417,รัตนวาปี,รัตนวาปี,43
418,เฝ้าไร่,เฝ้าไร่,43
419,โพนพิสัย,โพนพิสัย,43
420,ศรีเชียงใหม่,ศรีเชียงใหม่,43
421,โพธิ์ตาก,โพธิ์ตาก,43
422,สังคม,สังคม,43
423,เมืองมหาสารคาม,เมืองมหาสารคาม,44
424,พยัคฆภูมิพิสัย,พยัคฆภูมิพิสัย,44
425,วาปีปทุม,วาปีปทุม,44
426,กุดรัง,กุดรัง,44
427,บรบือ,บรบือ,44
428,โกสุมพิสัย,โกสุมพิสัย,44
429,กันทรวิชัย,กันทรวิชัย,44
430,ชื่นชม,ชื่นชม,44
431,เชียงยืน,เชียงยืน,44
432,นาเชือก,นาเชือก,44
433,นาดูน,นาดูน,44
434,แกดำ,แกดำ,44
435,ยางสีสุราช,ยางสีสุราช,44
436,จังหาร,จังหาร,45
437,ศรีสมเด็จ,ศรีสมเด็จ,45
438,เชียงขวัญ,เชียงขวัญ,45
439,เมืองร้อยเอ็ด,เมืองร้อยเอ็ด,45
440,โพนทอง,โพนทอง,45
441,เสลภูมิ,เสลภูมิ,45
442,สุวรรณภูมิ,สุวรรณภูมิ,45
443,พนมไพร,พนมไพร,45
444,หนองฮี,หนองฮี,45
445,เกษตรวิสัย,เกษตรวิสัย,45
446,อาจสามารถ,อาจสามารถ,45
447,ทุ่งเขาหลวง,ทุ่งเขาหลวง,45
448,ธวัชบุรี,ธวัชบุรี,45
449,จตุรพักตร์พิมาน,จตุรพักตร์พิมาน,45
450,ปทุมรัตต์,ปทุมรัตต์,45
451,หนองพอก,หนองพอก,45
452,เมืองสรวง,เมืองสรวง,45
453,โพธิ์ชัย,โพธิ์ชัย,45
454,โพนทราย,โพนทราย,45
455,เมยวดี,เมยวดี,45
456,ดอนจาน,ดอนจาน,46
457,เมืองกาฬสินธุ์,เมืองกาฬสินธุ์,46
